,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage,action,position_count
72925,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_below_rsi40,2,2.86,204.0,28/12/2019 07:30,1577518199999,213.86,1577623499999,0,-2.86,1,1
181493,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_below_rsi40,2,1.43,127.77,29/12/2019 00:30,1577579399999,130.41,1577623499999,0,-1.43,1,2
72931,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_below_rsi40,2,2.2,210.5,30/12/2019 00:15,1577664899999,206.0,1577723399999,1,2.0,1,1
181496,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_below_rsi40,2,1.91,133.61,30/12/2019 10:00,1577699999999,130.9,1577717999999,1,2.0,1,2
94591,BTCUSDT_15m_orders.xlsx,BTCUSDT,15m,bearish_divergence_below_rsi40,2,1.76,7277.27,03/01/2020 22:00,1578088799999,7485.0,1578187799999,0,-1.76,1,1
72936,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_below_rsi40,2,2.87,220.68,04/01/2020 12:45,1578141899999,227.6,1578187799999,0,-2.87,1,2
181503,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_below_rsi40,2,1.04,132.71,04/01/2020 13:00,1578142799999,134.68,1578159899999,0,-1.04,1,3
72939,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_below_rsi40,2,1.73,239.37,07/01/2020 12:30,1578400199999,234.56,1578410099999,1,2.0,1,1
272545,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bearish_divergence_below_rsi40,2,3.5,48.2,11/01/2020 06:15,1578723299999,50.27,1578757499999,0,-3.5,1,1
72942,BCHUSDT_15m_orders.xlsx,BCHUSDT,15m,bearish_divergence_below_rsi40,2,2.93,265.76,11/01/2020 10:45,1578739499999,258.7,1578787199999,1,2.0,1,2
181508,ETHUSDT_15m_orders.xlsx,ETHUSDT,15m,bearish_divergence_below_rsi40,2,2.87,143.78,11/01/2020 22:00,1578779999999,148.57,1578967199999,0,-2.87,1,2
