,Source.Name,trade_symbol,trade_interval,strategy,takeprofit,stoploss,entry_price,UTC_entry time,entry_time,close_price,close_time,win,win_percentage
195177,FTMUSDT_15m_orders.xlsx,FTMUSDT,15m,bearish_divergence_below_ema21,2,1.69,0.016867,24/12/2020 19:45,1608839099999,0.017177,1608845399999,0,-1.69
342571,RLCUSDT_15m_orders.xlsx,RLCUSDT,15m,bearish_divergence_below_ema21,2,2.36,0.7767,24/12/2020 20:15,1608840899999,0.815,1608848999999,0,-2.36
328438,QTUMUSDT_15m_orders.xlsx,QTUMUSDT,15m,bearish_divergence_below_ema21,2,2.14,2.194,24/12/2020 18:45,1608835499999,2.26,1608849899999,0,-2.14
195177,FTMUSDT_15m_orders.xlsx,FTMUSDT,15m,bearish_divergence_below_ema21,2,1.69,0.016867,24/12/2020 19:45,1608839099999,0.017177,1608845399999,0,-1.69
342571,RLCUSDT_15m_orders.xlsx,RLCUSDT,15m,bearish_divergence_below_ema21,2,2.36,0.7767,24/12/2020 20:15,1608840899999,0.815,1608848999999,0,-2.36
195177,FTMUSDT_15m_orders.xlsx,FTMUSDT,15m,bearish_divergence_below_ema21,2,1.69,0.016867,24/12/2020 19:45,1608839099999,0.017177,1608845399999,0,-1.69
152691,DOGEUSDT_15m_orders.xlsx,DOGEUSDT,15m,bearish_divergence_below_ema21,2,2.43,0.004529,25/12/2020 21:45,1608932699999,0.004661,1608954299999,0,-2.43
369396,SKLUSDT_15m_orders.xlsx,SKLUSDT,15m,bearish_divergence_below_ema21,2,7.72,0.08764,26/12/2020 01:15,1608945299999,0.08504,1608953399999,1,2.0
155724,DOTUSDT_15m_orders.xlsx,DOTUSDT,15m,bearish_divergence_below_ema21,2,1.04,5.209,26/12/2020 05:15,1608959699999,5.092,1608979499999,1,2.0
177689,ETCUSDT_15m_orders.xlsx,ETCUSDT,15m,bearish_divergence_below_ema21,2,1.55,5.765,26/12/2020 05:15,1608959699999,5.644,1608968699999,1,2.0
272935,LTCUSDT_15m_orders.xlsx,LTCUSDT,15m,bearish_divergence_below_ema21,2,3.01,128.66,26/12/2020 05:45,1608961499999,125.44,1608979499999,1,2.0
137648,DASHUSDT_15m_orders.xlsx,DASHUSDT,15m,bearish_divergence_below_ema21,2,1.65,105.39,26/12/2020 07:15,1608966899999,103.1,1608969599999,1,2.0
373344,SNXUSDT_15m_orders.xlsx,SNXUSDT,15m,bearish_divergence_below_ema21,2,4.74,7.978,26/12/2020 11:30,1608982199999,8.382,1608988499999,0,-4.74
402984,THETAUSDT_15m_orders.xlsx,THETAUSDT,15m,bearish_divergence_below_ema21,2,3.54,1.4538,26/12/2020 14:45,1608993899999,1.542,1609001099999,0,-3.54
448330,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_below_ema21,2,1.83,163.06,26/12/2020 15:30,1608996599999,166.28,1609000199999,0,-1.83
373346,SNXUSDT_15m_orders.xlsx,SNXUSDT,15m,bearish_divergence_below_ema21,2,4.81,8.261,26/12/2020 16:00,1608998399999,8.083,1608999299999,1,2.0
373346,SNXUSDT_15m_orders.xlsx,SNXUSDT,15m,bearish_divergence_below_ema21,2,4.81,8.261,26/12/2020 16:00,1608998399999,8.083,1608999299999,1,2.0
448332,XMRUSDT_15m_orders.xlsx,XMRUSDT,15m,bearish_divergence_below_ema21,2,1.24,164.81,26/12/2020 20:15,1609013699999,167.05,1609013699999,0,-1.24
